date,ic_lgbm,n
2018-02-05,-0.12108676041020734,904
2018-02-06,-0.03586867388293617,855
2018-02-07,-0.03692915483142942,860
2018-02-08,-0.053138825522629496,898
2018-02-09,0.21603887207116637,939
2018-02-12,-0.05552058030163648,942
2018-02-13,0.10852397532994135,912
2018-02-14,0.08545516244635189,913
2018-02-15,0.0955382562923086,920
2018-02-16,0.06292659448020445,934
2018-02-20,0.06391290147502963,916
2018-02-21,0.11887644504748618,899
2018-02-22,0.06313657455298007,920
2018-02-23,0.06550766568596203,943
2018-02-26,0.03694834411678402,940
2018-02-27,0.06329016867169403,922
2018-02-28,-0.003408369172637277,927
2018-03-01,-0.08814136476278799,954
2018-03-02,-0.018391502940555797,960
2018-03-05,0.0006981754643998342,960
2018-03-06,0.014895871192978272,952
2018-03-07,-0.04004352319213785,953
2018-03-08,-0.13287336674773903,962
2018-03-09,0.0287879133539876,969
2018-03-12,-0.073360751768449,969
2018-03-13,0.11222190327627549,966
2018-03-14,0.10031276551751671,965
2018-03-15,-0.03202961880674564,965
2018-03-16,-0.09068013424717639,970
2018-03-19,0.10744952338897693,978
2018-03-20,0.05784652818093816,961
2018-03-21,-0.010559451710059384,959
2018-03-22,-0.0730602414310745,965
2018-03-23,0.2797797907538182,976
2018-03-26,0.1664771356179449,981
2018-03-27,-0.026203398203838005,979
2018-03-28,0.2171317051430172,980
2018-03-29,-0.23513734081241613,981
2018-04-02,0.020384907508562207,982
2018-04-03,-0.3270654604996372,976
2018-04-04,0.04439069121187766,978
2018-04-05,0.25875265766902894,980
2018-04-06,-0.029333781567763395,979
2018-04-09,0.29202296881662043,976
2018-04-10,-0.04888580244536398,976
2018-04-11,-0.01125647762626117,971
2018-04-12,0.06217665834409127,962
2018-04-13,-0.1357923608278195,953
2018-04-16,0.3420696874402899,946
2018-04-17,0.014099085382931531,916
2018-04-18,0.17906723244337538,908
2018-04-19,0.01808543509013544,911
2018-04-20,0.07025741655056919,899
2018-04-23,0.08608061227307001,866
2018-04-24,0.11361366157313366,772
2018-04-25,0.11247569778551597,763
2018-04-26,0.20834890549619908,802
2018-04-27,0.042284186413243496,859
2018-04-30,-0.08119874504187502,834
2018-05-01,0.04330072085846306,767
2018-05-02,0.07337211070408718,763
2018-05-03,0.007058196826873751,822
2018-05-04,0.05601011957047205,881
2018-05-07,0.04707018878597743,903
2018-05-08,-0.005299019869621123,903
2018-05-09,0.12497465633846219,922
2018-05-10,0.08975600420298781,955
2018-05-11,0.05969863180276824,967
2018-05-14,0.057910141423597676,970
2018-05-15,-0.00280345085664404,962
2018-05-16,0.0630587593984541,963
2018-05-17,0.18120559098506517,959
2018-05-18,-0.0648520946170347,958
2018-05-21,0.059464921354120515,958
2018-05-22,-0.037595632877838715,956
2018-05-23,-0.0006773870312983021,957
2018-05-24,-0.10368632540059021,960
2018-05-25,-0.07032868037573307,963
2018-05-29,0.1408063094717714,962
2018-05-30,-0.04717678983499404,963
2018-05-31,0.107314599658617,959
2018-06-01,0.10041889838012906,964
2018-06-04,-0.08881179730436375,964
2018-06-05,0.18435761768182465,959
2018-06-06,0.04868221865102001,958
2018-06-07,0.11550752143403047,966
2018-06-08,0.02607888565588092,968
2018-06-11,-0.03557334743313021,969
2018-06-12,0.04893580504688567,969
2018-06-13,0.09060101181230207,970
2018-06-14,0.03036806476392447,973
2018-06-15,-0.0016431184933233805,970
2018-06-18,-0.027837491279390208,974
2018-06-19,-0.12694641613806562,961
2018-06-20,-0.011959589124200119,960
2018-06-21,0.08995204983151525,962
2018-06-22,-0.21448092366237928,968
2018-06-25,0.14907846232475266,982
2018-06-26,0.20407873782166405,986
2018-06-27,0.07026882051533095,983
2018-06-28,0.2664748440249885,985
2018-06-29,-0.09458331611367506,984
2018-07-02,0.02886301845133546,987
2018-07-03,0.06487113421380326,982
2018-07-05,-0.18073584447652097,979
2018-07-06,0.22270813037740878,978
2018-07-09,0.0165204584611449,977
2018-07-10,0.24597932921073046,977
2018-07-11,0.04619857547533112,974
2018-07-12,0.005600342853603215,970
2018-07-13,0.012889447523286057,971
2018-07-16,0.06473673849504803,958
2018-07-17,0.01079846778207007,921
2018-07-18,0.038827536606275845,903
2018-07-19,0.06014460257562353,910
2018-07-20,0.049099815302605834,907
2018-07-23,-0.027269777067702602,859
2018-07-24,0.05714111138933004,761
2018-07-25,-0.1514907363224736,739
2018-07-26,0.04859420387098215,791
2018-07-27,-0.029637286133000564,849
2018-07-30,0.06789703830484875,853
2018-07-31,0.055479092521850265,777
2018-08-01,0.06538393582221261,794
2018-08-02,0.08012082870033624,841
2018-08-03,0.05176868508877131,897
2018-08-06,0.1442306571130517,899
2018-08-07,0.041363090194403845,879
2018-08-08,-0.0068413350601246765,902
2018-08-09,0.11933433705427968,936
2018-08-10,0.03232100478824976,964
2018-08-13,-0.01169942184888417,970
2018-08-14,-0.09047193037130295,967
2018-08-15,-0.15926836060508295,958
2018-08-16,-0.03987694796515816,960
2018-08-17,0.039861483596008544,962
2018-08-20,0.07384433480827926,950
2018-08-21,0.04958175633938476,939
2018-08-22,0.048531285091711514,941
2018-08-23,-0.09765402677676388,942
2018-08-24,0.0990342082109197,948
2018-08-27,0.1399594387186966,945
2018-08-28,0.08234869483110122,942
2018-08-29,-0.11628573046988994,937
2018-08-30,0.01520541754036272,945
2018-08-31,0.06328670537888761,951
2018-09-04,0.0743950923220169,947
2018-09-05,0.08780880639213519,942
2018-09-06,-0.004595931457451032,940
2018-09-07,0.08046108387072334,944
2018-09-10,0.0031115426089257147,939
2018-09-11,0.0009832689839528173,942
2018-09-12,-0.03069996200376391,935
